ItemID,Sentiment,SentimentText
633,1,  third date went well....moving on to fourth!!!!!!
634,1,  To The Death! An awesome random comic for the certifiably not sane. (  )
635,0,  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers
636,1,  twilight !!!
637,0,  twitter wont let me send replies today - boo hoo
638,1,  two more days.
639,0,  ughhh..
640,0,  UVA baseball...   Come on boys you can do it
641,0,  water works are gonna start
642,0," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy"
643,0,"  well, I guess I knew it was going to break sometime..."
644,1, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ
645,0,  why is it raining?
646,0,  why me?
647,1,  xD go day!!!
648,1, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l
649,1,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now 
650,1, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack
651,0, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle
652,1, &lt;*~Free!~*&gt;
653,1, &lt;----that's me smiling.
654,0,- &quot;......you were asleep while i gathered my things in the dark. the burns on my fingers were all that was left of the spark...&quot; - 
655,0, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs )
656,0, &quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(
657,0," &quot;Meteorologists Predict Chilly, Rainy Midsummer | News in Finland| yle.fi&quot; + thunder  ( http://bit.ly/15TpJC )"
658,1, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq )
659,1, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 )
660,1," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek."
661,1,- &quot;the world makes music for people who listen &quot; 
662,1, &quot;Will Digg’s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 )
663,0, (angry) mixed motions! but soo frustrated x( http://plurk.com/p/13s5mg
664,0, (mood i am in)
665,1, *exited* I just bought some oreos!! I hope everyone likes oreos..
666,0, *hugs @ignorantsheep*
667,0, *sends you e-hugs*
668,0, *tear*
669,0," *cries* I'm so depressed, thanks to you my angel! &quot;I'm gonna find someone someday who might actually treat me well&quot;!!"
670,0,"--- *On my way to the doctors with my Duo, my ass hasn't even had breakfast yet  lol"
671,0, *sob* must be in bed!!
672,0, *wishes she was at summer jam*
673,0," , school! GrRr im not in the mood to take my make up back off then put it on again when the teachers leave!"
674,1,-- . BABBBBBBBBYY .  I missed you MUCH!!
675,0, . Sunday is over.
676,1,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI! 
677,0, .. why the jonas are bad with us !! come to paraguay
678,1, ... its JONAS DAY!!!!!!!!
679,0, ... UghH... Anybody wanna come to my house and cook? My mom is leavin for work and aint cook me shit !... Can't trust dem hoes!!!
680,0, ....  i don't know what to do..
681,0, .... i think i lost my spanish book!! :-X
682,0, .... Life can be so complicated. I know God has a plan .... I just have to trust in him.
683,0," ......... Oh well, at least Suzumiya Haruhi no Yuuutsu is on air."
684,0, .........not really a good night guys ! buu huu
685,0, ...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.
686,0, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops
687,0, ..i forgot to bring my new sharpie pens to school today..booo!
688,0, ..omg...my celly is off...this hasn't happened to me in years...WTF!!! gota get my bill paid
689,1, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke
690,0, :'( this is so horrible
691,0, :'( where ius that one person that can make me smile 
692,0, :S this tweetdeck is killing me hate it 
693,1, ;) July Flowers (July 2009) #Holiday
694,0, @ last.fm not working.
695,1, @aaronXnow finally got twitter haha
696,1, @aChAotIcBeaUtY
697,1, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO
698,0,"- @alexjreid - saw that earlier, can't even comprehend what that couple were feeling. Really tragic "
699,1,"- @alittlebit - temperature is down, but the pain is still bad. Hoping antibiotics kick in soon! Thanks for asking "
700,1,"-- @anyamanda said I tweets less these days so, hi! "
701,1," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL"
702,0,- @benboychuk I hope it's not actually on here birthday that she's getting shots.  
703,0," @billbeckett's signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him, but still. Sad day."
704,1, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo
705,1, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz
706,1,- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang
707,1, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm
708,1,- @carole29 yep  coz of the England game on Wednesday
709,0," , Alllllan ruins my lifeeee."
710,1,-- . =D There's my BOO.  *Blushes*
711,1,-- . BYYEEE . ILY2 Jamarcusssssss 
712,0, . I was want to buy the sims 3 . But it sold out . Wtf . Haha..
713,1,-- . You aint gotta apologize. I know I'm not ugly. 
714,0, .. just 
715,0," .. yep,i have things my way all the time. i am selfish. everything revolves around me. yep. im a bitch. great for me (Y) =|"
716,0, ... ...I don't wanna get rid of twitter  You guys are too cool...
717,0, ... i try... i try so hard... and i seem to get no credit for it.... wats the prob?
718,0,"- ... wide awake, but dont actually wanna go to school :S  xxx"
719,0, .... Dream beautiful.
720,0, .... now only have one roommate....
721,0, ..... Im givin myself 5 minutes to turn that frown upside down
722,0, ......i cant even say a word right now
723,0, .....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u... 
724,0, ...?                   ..frustrated?
725,0, ...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.
726,0, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.
727,0, ...still in the office... 
728,1, ...that is all
729,0, ..sniffles... since I dont get to leave this fucking house...AW GREAT the power's gone. and its getting dark.. Puurfect!
730,0, / I feel so ... ... Left out
731,0, ::sigh:: we didnt win the contest . stupid popularity contest. i had so many votes for her also.  im realy sad. i had such a good feeling
732,0, ;( noooo! why? things are so complicated if I spelt that wrong idc
733,0, ;( noooo! why? things are so complicated if I spelt thy wrong idc
734,1," ;) Butterfly Day (Jun 19, 2009) #Holiday"
735,1, ??? what does it means ?
736,0, @ JFK International Airport http://loopt.us/PPYZTQ.t
737,0, @ jonas brothers youtube bein suspended
738,0, @ moval court 4 a traffic ticket..I should b sleeping..aahh.
739,1,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!
740,1, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI
741,1," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world you'll behold~"
742,1, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j
743,0, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM
744,0, @beckobviously i have no car to come to you either.
745,0, @belllareow has disappeared again 
746,0,- @billyraycyrus oi tell your daughter to lower her ticket prices we cant afford it in london  my sister cried.
747,0,"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 "
748,1," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS"
749,0," @cnnbrk: Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62."
750,1,"- @cmedders Yes, before the show, I suggested that we ought to do a celebrity deathmatch "
751,1," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6"
752,1, @danawalker Washington Capitals would be one of #myweakness as well.
753,1," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra"
754,0, @desiredeffect
755,1, @dustincary yea I really wanna see a win for him at daytona
756,1, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes
757,1, @EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper
758,0,"- @fontenot619 Hey you! @PoisonGirl10 How long will you be on? @summerblonde83 Thx! @Nic0pic0 hehehe yw ;) @sevgli Yeah, they're not! "
759,1," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq"
760,0, @HitzProductions unfortunately I'm coming from NJ the boonies...I gotta drive to the path
761,0,"- @iamfauxpas All gigs this weekend have been cancelled, so it may be temporary or shut for good. Still trying to find out. BOO. "
762,1," @idvssuperego Started working on a “warm, fluffy fart�? tweet before realizing I don’t especially like far.. http://tr.im/n7J0"
763,1, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7
764,0, @isak is mad at me. #fail
765,1, @jazzgotsoul @liveguy lol nooooooooo!!!
766,0, @jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!
767,0,- @jonswerens I can't get excited about Conan. 
768,1, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!
769,1, @latuacatante17 youu welcomee
770,1," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child..."
771,0, @lisad stopped talking to me. I should stalk her. ^^
772,0,"- @littlecharva - you'll be pleased to know I did not have a nice night's sleep, even in a comfy bed ;) even a sleeping bag would be same "
773,1," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y"
774,0, @lushone toolio has court on the 24th...
775,0," @Mgapmp When you meet @johncmayer tonight, please tell him my story. How Laker Fans made me miss his show!"
776,1, @MICHAEL_CASTRO is not at 902  thanks!
777,0,- @minxlj hope you get better soon 
778,0, @misterdjin i just saw...
779,0, @Mizz_Bliz I slept late too. I wonder y u did...Mhmm. I'm not as hype as u think to leave the country for 2 weeks &amp; 3 days.
780,0, @MIZZWALKER which one???
781,0, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?
782,0, @Mp3Jackson Is Upset With Me Lol
783,1," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me"
784,0, @Nambu sending my tweets from wrong account although selected the right one.
785,1," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!"
786,1, big ass kool-aid smile on my face from talkin to my boo...
787,0, bleh... I feel like QQing now. 
788,1, blowdrying my hair
789,0, Boo to that 
790,1, bored........doing nothing at all....okay...i'm a pretty shy girl...
791,1, BOREDDDD  going to do powerpoint
792,0, boring nite...damn I guess I better get use to this
793,0, boro let me down. It's getting very tight.
794,1, bosco graduation then sara's voice recital
795,1, breakfast with family
796,1, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;)
797,0, bummed to be missing bb Kris's comcast chat. Stupid responsibilities.
798,0," burnt tongue, hot chocolate has a downside"
799,0, but eatting popcorn so its getting better
800,0, but I don't want a boyfriend for the summer.
801,0," but I love you, Aaron."
802,0," but not HIM! He's just a brown nose, telling her she's super-duper beautyful and then he just said a day before: sorry someone died!"
803,1,"=- but suddenly something happens, I write it in Portuguese"
804,0, can first see MTV Movie Awards on Thursday!! how sad!!&lt;3&lt;3 but am looking forward to Thursday!! jubii!!
805,0, Can I join you?  {*_*}  KarenWild
806,0, canon powershot s400 you had served me very well. i am sorry that i left u in that car for hottest 3 days... i mourn your loss
807,0," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu"
808,0," can't get motivated, it might b the sunday crying club for me!!"
809,0, cant get up to auckland to watch jb 3d movie. im soo gutterd. suppose i have to wait till the dvd release..
810,0, Can't log into my computer at work.  ack!  Got lots to do. IT guru out today. can anyone help me?
811,0, can't make any labels til my computer is fixed..can't fix my computer until I make some money..can't make money unless I sell soap grrrr
812,0, can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to
813,0," can't sleep, so damn miserable! I'm sooooo itchy please help, I can't sleep, I'm going to cry! :'("
814,1, Can't Wait For Hills Finale Tonight! ♥
815,1," Can't wait for the weekend, BMTH on Saturday!"
816,0, Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything 
817,0, cba i'm revising my french oral fuck it
818,1,- certification test #2 at 8:30 this morning. Feeling much better about this one today 
819,1, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;)
820,1,=-- chilling with my niggahz Haley and Dylan
821,1, chocolate cake with a delicious strawberry yummy yummy
822,1," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )"
823,1,-- city tonight for mae! 
824,0, cnt even use a single Twitter App!!!!!
825,0," cold, despite the heater. weirdly though, it's not actually cold today!"
826,0, come on bitchesss #barakatday #barakatday #barakatday #barakatday
827,0, come party
828,1," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx"
829,1, Coming up to the home stretch now with this J/M fic. YAY!!
830,0, computer is being very tempermental at the moment....
831,1," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics"
832,1, Content.&quot;made a pac lets see how long it last&quot;
833,1, cookies the first time
834,0, could this night be any worse?
835,0, couldn't find it
836,0, cramps. Drugs--good.
837,0, crap day tat will get craper
838,0, credit card bill. ow my wallet.
839,0,"-- dad came back &amp;asked us to go to anyer till thu! While him, gonna go back &amp;forth from banten to anyer, for us. Poor him "
840,0, dads got to turn the power off  caio
841,0, dammit... No more sleep for me.. And on my day off to.. :-/
842,0," damn gettin it from someone right now, damn i guess im not sleeping tonite with these texts.. "
843,0, damn u still haven't been to sleep? and just look them up...i think it was Royalty Beats and City Council
844,0, damn! didnt make on time and the border was closed! drove hr. to toher side of state to make it ti Mexico!.sniff! sniff! tired!
845,0," Damn, lost three followers... I was getting so close to fifty.. Help me out?"
846,0, damn. There has to be something wrong. And its not youu
847,0, Dan won't have off for my birthday.
848,0," darn you city, I just want to leave!"
849,1, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_
850,0, definately bedtime
851,0, definately just missed my train. smh. fuck!
852,0, depressing day ? http://blip.fm/~6tfp6
853,0," devstateddd, my silly iphone deleted all my jailbreak stuff  thats 25 apps !"
854,0, did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!
855,0, didn't get much sleep again cos of the flippin neighbours! Grr time to work again! 
856,0," Didn't get to do some car scheming tonight. sad. but i did get to mosh while looking like a complete bogan, WOOTS!"
857,0, didn't go out last night I fell asleep .... I Suck (not literally)
858,1," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3"
859,0, didn't think Netball was on coz it was raining when I got there ... Now no one can take me  Manee is going to b annoyed :|
860,0, Didn't win the twitter contest. BOO
861,0, Dinara lost again in Roland Garros. Why the Safins have to do it hard?
862,1, dinner &lt; bath &lt; workout &lt; run
863,1, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria)
864,0, dissapointed.
865,0, does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...
866,0, doesn't know what to get fir a tattoo
867,0, dont feel good ptosis ;)
868,1, Don't forget to vote today! http://bit.ly/3MG0r
869,0,- don't ignore the smell of sizzling skin when you're sitting in the sun! 
870,0, dont know whats wrong with me
871,0, Don't like ending the night arguing with the huz in SMF over stupid home improvement crap.
872,0, don't wanna go to work
873,1, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv
874,0, @DemonicTurtle - You guys have fun last night? I hope you got my text... Pub quizzage tomorrow?
875,1, @DJWiLLGATES
876,0," @electrograffiti I know but I'll miss having someone to bitch about Brussels trams, metro, bad customer service, lack of quorn.. etc."
877,0, @ELYSIANFIELDZ=CLASS @ELYSIANFIELDZAJ=NO ANSWER @RON_NO4LYFE=WORK @_ETJ= ON THE ROAD @PLUSISAPLUS=N NOLA IM HUNGRY WITH NO1 2 EAT WITH!
878,1, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl
879,1," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)"
880,0,- @flopearedmule  Guess that's the end of my love affair with emusic.
881,1, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer
882,1,- @hannahradford is taking me to lunch today 
883,0, @I_am_delo
884,0, @iggigg too busy to see me in London this evening. What is a boy to do?
885,0, @JeffersonReid is never on Twitter anymore 
886,1, @jessdelight: LMAO @liveguy
887,1, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq
888,1," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf"
889,0, @joseke Trent Reznor quits Twitter - http://migre.me/281e (via @trabalhosujo)
890,0,- @Kerry350 would love to meet up with yourself and @angeloys but I've made plans already  we'll get another opportunity again soon!
891,1, @krystynchong that's a lovely compliment. thx much! 
892,1, @ksymmonds THANKYOU 
893,0, @LAFD*UPDATE: SB 110 Fwy x 8th St* Correction: Dead female now '16 y/o'; LAFD complete; CHP &amp; Coroner to handle; NFD - Brian Humphrey###
894,0, @lazoug KStew and MA still together http://bit.ly/cdrcw happy or not?? Lol Im happy if Kristen is happy
895,0,- @libraritarian59 Oh no! @donutspy isn't a good link! 
896,0,"- @littlecharva - if the front wasn't black on both, I would have got the white one. As it is, the black looks sleek &amp; the white doesn't "
897,0,"- @littlecharva - the full voice control is making me want iPhone 3GS, but 02 will charge me a fortune as my 3G contract not up til April "
898,0, @MaMii_THiCKNESS don't do dat. jst tell em 2 suck ur dyck! that always makes me feel better
899,1,- @MelbourneVixens Awesome 4th quarter ladies! Great game 
900,0, @monique4ever is messing with my mind.
901,1, @netfart quite the opposite
902,1,"- @nikkofelipe night, and thanks for the call "
903,0, @ohhushaubrey it makes me wanna cry
904,1," @PAN1F @OregonMJW No, I do know the difference! Like I say, it's been a long time. A very long time http://tr.im/nJOo"
905,1, @PhillMason @Philoscribe Thank you. I am genuinely grateful
906,1,- @PinkElephant73 So pretty much you look like a candy floss machine today 
907,1, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv
908,0, Dont Wanna Leave NY Today.
909,0,' dont worry about the for amigos!! there still hangin in there'   &lt;//3  
910,0, down to 3k in chips.
911,0," downloaded one movie yesterday and having some problem with that ,  i thnk i deserve that..."
912,0, Driving Lizzie to the airport. Say good bye Lizzie.
913,1,-- DT tonight; DT tomorrow day &amp; night   beauty.
914,0, dude I almost just shocked myself. Lesson learned never get outta the shower and think electricity won't hate on ur ass.
915,0,- eaten some steak!!! im feeling good! much better!! missing my lady though 
916,0, eating my last wizz fizz
917,0, ECL all day to try to cram all of this organic chemistry back into my head. Final tomorrow. ugh
918,0, eff that bitch at Dunkin Donuts
919,1," elise and melanie are the SHIZ,"
920,0, ellie just text me saying &quot;theyre not gona read our text are they? &quot; I WILL SPEAK TO MCFLY!
921,0, emotional.
922,0," Everton F.C. just got beat in the Finals of the F.A. Cup against Chealea F.C. Oh well, at least we got to the finals and played well!"
923,0, everton. oh well. lol.
924,0, every fucking day
925,0, every one i was talking to on msn has gone offline  and i won't be able to talk till them tomorrow  i feel lonely :'( x
926,1,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days 
927,0," every time i leave my room,i miss bubu sending me a msg and then he's gone,same on my side.its been hapnin all day...universe?!!mxit then"
928,0, everyones drunk but me
929,0, everyones dying or bordeirlne on SVU 
930,0, Exams.....help !
931,0, expensive car repairs   
932,1, Explore twitter
933,0, F%$&amp;ing Red Wings!
934,0," failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
935,0, failing at everything i should just give up now....
936,1, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v
937,0, famliy  going bck homee and have too taKE sister hores riding oh no gonna be a boring day 
938,0, Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd
939,0, fcukk you!
940,0, fedex will be kicked out of the french open ...
941,0, feelin very pessimistic ):
942,0, feeling a litle sad 
943,0, feeling all sad leaving mumbai...
944,0, feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared
945,0, Feels bad for Cali... poor thing.
946,0, female model tortured by prince http://tinyurl.com/mbmanohara
947,0, ferrets are much cooler than fishes.
948,1, FIELD TRIP TODAY  LEAVING NOW :3
949,1,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !"
950,0, Finally managed to check the Euromillions results......NO �89 million for me I'm afraid :[   Oh well...you gotta be in it to win it!
951,0," finding out the Hollywood Video i frequent, is not re-model-ing, and is in fact, closed  *cancels account* so much 4 super cheap DVDs"
952,0, @PurpleHazeYobi Hope you had fun with &quot;Lisa&quot; the Jillian replacement lol... I was busy getting @_rosiecakes drunk! lol I &lt;3 u both... xo
953,0, @richietachie i missed all..imma call u tomorrow..and reduce the number of Qs by tomorrow pls...i have a phobia for that lol seriously
954,1, @rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle
955,1," @SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name."
956,1," @Savage_Death55 I am super emo about stupid stuff rn, and SG is making me feel better. :p"
957,0, @sf_giants bullpen loses lead
958,1, @ShawnaShameless &amp; @killavilla if anyone else said something it's to you too.
959,0, @Spiral_galaxy @YMPtweet i mean we have the best religion the only thing that we have to do is to follow it the right way
960,0, @StephenHDunn bows out of the Raid. &quot;Dunn&quot; his back Inn. Speedy recovery mate.
961,1, @stevijean yeahuhh
962,0," @sylvanus is having the worse day ever. Boss is spazzing out at work and finally done with a late night photo shoot, only to have a flat"
963,0, @tahninial just called me a cheeseburglar. He made me sad
964,0, @taylorswift13 didnt win the first award she was nominated for. Oh well.. Shes tied for most nominations.
965,0," @Tellman says, &quot;Crush the Commies&quot; = sad. My grandfather, RIP, was a Commie @Tellman"
966,0,- @TendaiJoe well none of us are getting out of here alive but we would like to stay a while.I wish people would stop killing each other 
967,0, @the_prodigy AND @NKOTB in Boston 2day Boo!! Roll on summer already!!! x
968,0, @therealglambert sorry...got carried away with gossip  on another note: Pass on a Hippo Birdie &amp; a big koala hug to KRIS for me! xoxo K
969,0," @thesmartmama I have no office. I know this is hard to believe, but people don't want to employ me."
970,1, @ThisChicsFlava: @DaPrbmChild lmao&lt;3
971,0, @tommcfly hi when ur back &amp; when ur next in mk i am gona need 1 of your really good hugs that only you and my friend liam can give ok.
972,0," @tweetdeck lost my groups, and thats not a good thing with 23k followers "
973,0, @WeeLaura Guardian UK: 12 students reported killed in crackdown after violent clashes in #Iran http://bit.ly/wHLBv
974,0," @YMPtweet @Spiral_galaxy  but so badly no one does , i know that there is more but that's what i got so far"
975,1," @zeldman just said on Flickr re a Mac that wouldn't install OS X (yes): &quot;As user-focused design goes, this is an exploding colostomy bag&quot;"
976,0, __cheer up emo kid.
977,1, ~ LVATT IS COMMING!!! ~
978,0, = next few days
979,1, =] happy sunday =] 
980,0, 1 dinger in and I so regret popping that pill...
981,0," 1 month of bed by 1:30AM, already failing as you can see"
982,0, 2 days I haven't tlkd 2 mi amor..im kinda stubborn when it comes 2 my bf..I will NOT call..not a bugaboo type
983,0, 2 hear about jon n kate...couples should steer clear of those reality shows! just say no!
984,1,--- 2009 NCAA National Softball Champions UW Huskies 
985,0," 2nd item did not arrive, am still waiting for it to show in my aramex web page."
986,0, Finished my paper!!!!!!!!!! But............   smh
987,1, first days are always good..wish my dentist gave me more hours though
988,0, fone off....cant talk 2 my love....imu marcus!!!!!
989,0," for the fact that *I* didn't get any work done, not that you all did. "
990,0," forgot XBL was off today, was about to check to see if a game was on XBLA that I wanted to buy  oh well, maybe tomorrow"
991,0, found a mosquito bite.  (Those tend to get really swollen and red for me)  Distracting myself with caffeine
992,1, Found a way to make this Private woot woot
993,0, Four more fake people added me. Is this why people don't like Twitter?
994,0, frank iero should be the sexiest vegetarian 2009.
995,0," french lost, #fb"
996,0, fuck man .i hate this. =O. work suckss :'(
997,0," fuck you, :]"
998,0,"- fuck, my money is running out &amp; i have no jobs... "
999,0, fuck. I am an ugly person.
1000,1, fucking rur mom
1001,1,"- Fwd: Good Morn,happy birthday !  regardless of what ppl said yesterday,they don't realize what happend behind the scene.One of the  ..."
1002,0, gah. so much less ok than i was trying to tell myself i was.
1003,0, GCSE's clearly suck.
1004,0,- Geez Chelsea already scored against Everton   1-0
1005,0, gerald lost a friend............idk what to say........this is like day 2 of crazy events.......
1006,0, getting &quot;goodbye&quot; e-mails from #Iran #iranelection
1007,1,-- getting a Mani + Pedi with the husband! 
1008,1, getting a webcam today.
1009,0,"- Getting ready to leave for Spring City, TN - @EzraJane I'm going to miss your show tonight... "
1010,1,- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won't be too much of an issue! 
1011,0, girls girls. don't fight! you both can have me! there's enough to go around!
1012,0, gnight my phone sucks Bleh
1013,1,-- g'night tweeties! &lt;3 talk to you all in the AM  - @damesmash haha you have work in the AM
1014,0, go away migraine!!! you are not welcome!!!
1015,0, go away rain.
1016,1, go follow my personal twitter! @nikkidallasen
1017,1, Go Wings! FTW!
1018,1,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x
1019,1, going home to see my baby   [dont be ashamed of your faith]
1020,1, going out for dinner with the family 
1021,0, going to bed
1022,1, going to bed.
1023,1,=- going to bed.
1024,0, going to get pi�a colada mix to wallow in my sorrows
1025,0," going to have such a bad day, I love my x3 I can't believe I backed into someone "
1026,0, going to lay down. Fuck tonight
1027,1, Going to London Expo this weekend  Can't wait !
1028,0, going to master classes without my car... I miss you my VW!!!
1029,1,"- goingg to sleep  school , then out for pizzaa!"
1030,0, gonna miss jesse mccartney's live stream from kiss concert cuz i have to babysit. figures they dont have internet klfjhadsklfhk fml
1031,1," Gonna WoW for a bit. Later, Twitter &lt;3"
1032,0, good luck!!
1033,1, good morning lovely! 
1034,1, good morning/afternoon. Things will be great today.
1035,1, @only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!
1036,1, @pageoneresults Online reality blogging &amp; tweets... My Life On the Social Media D-List
1037,1,"- @paul_a_smith - ooh, but Clean Sheet Day is awesome!! Woo!  hope you're feeling better now?"
1038,0,"- @PJ - @alexjreid's family friend who died is also my old art teacher  very sad, he was a madcap teacher we all liked"
1039,1, @rabbitroodle  I think I've won the battle over the impending *crud*. Enjoy your drive this AM
1040,1,- @rainboweffect Crickey can't think that far ahead - think getting to 2009 followers is pretty ambitious 
1041,1," @reidstott Coffee keeps me running. In fact, without coffee, I wouldn't get any exercise at all http://tr.im/mNkZ"
1042,1, @remysoon
1043,0, @saharabloom got off lazy bum and did Chalean burn intervals. I turned a fascinating shade of puce. Wondered where all the oxygen went .
1044,1,- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam! 
